age	length	period
3	288.32674	1
3	290.56366	1
3	290.56366	1
3	255.51858	1
3	334.92924	1
3	352.45178	1
3	295.0375	1
3	337.16616	1
3	269.31292	1
3	246.19808	1
3	323.37182	1
3	320.01644	1
3	310.69594	1
3	329.70976	1
3	323.74464	1
3	321.50772	1
3	304.73082	1
3	303.98518	1
3	286.46264	1
3	312.56004	1
3	295.41032	1
3	323.74464	1
3	317.77952	1
3	293.1734	1
3	255.14576	1
3	309.9503	1
3	306.59492	1
3	341.64	1
3	279.37906	1
3	305.47646	1
3	279.00624	1
3	307.34056	1
3	301.37544	1
3	282.36162	1
3	309.20466	1
3	338.65744	1
3	330.4554	1
3	307.71338	1
3	275.65086	1
3	349.0964	1
3	334.1836	1
3	327.10002	1
3	308.83184	1
3	290.19084	1
3	298.02006	1
3	300.25698	1
3	320.76208	1
3	371.4656	1
3	323.37182	1
3	355.80716	1
3	350.58768	1
3	318.15234	1
3	293.54622	1
3	269.68574	1
3	297.27442	1
3	318.89798	1
3	362.89074	1
3	284.22572	1
3	290.56366	1
3	258.87396	1
4	364.0092	1
4	402.78248	1
4	354.6887	1
4	359.53536	1
4	331.94668	1
4	359.16254	1
4	361.02664	1
4	330.4554	1
4	383.02302	1
4	410.6117	1
4	326.35438	1
4	349.0964	1
4	408.00196	1
4	382.27738	1
4	349.46922	1
4	386.00558	1
4	412.84862	1
4	371.83842	1
4	396.44454	1
4	431.1168	1
4	353.57024	1
4	432.60808	1
4	357.67126	1
4	387.86968	1
4	327.10002	1
4	411.73016	1
4	327.84566	1
4	330.4554	1
4	327.547404	1
4	416.57682	1
4	395.32608	1
4	375.1938	1
4	360.65382	1
4	360.65382	1
4	362.51792	1
4	347.97794	1
4	355.43434	1
4	363.26356	1
4	371.09278	1
4	357.67126	1
4	337.53898	1
4	391.22506	1
4	397.19018	1
4	382.27738	1
4	364.38202	1
4	398.30864	1
4	361.02664	1
4	352.07896	1
4	394.58044	1
4	327.47284	1
4	355.06152	1
4	372.21124	1
4	347.97794	1
4	332.3195	1
4	353.19742	1
4	343.13128	1
4	315.91542	1
4	405.76504	1
4	349.0964	1
4	322.25336	1
4	334.1836	1
4	354.6887	1
4	322.25336	1
4	381.53174	1
4	347.2323	1
4	332.3195	1
4	330.08258	1
4	362.89074	1
4	320.76208	1
4	344.62256	1
4	348.72358	1
4	350.9605	1
4	339.03026	1
4	349.46922	1
4	352.45178	1
4	352.8246	1
4	330.82822	1
4	347.60512	1
4	339.7759	1
4	352.07896	1
4	334.92924	1
4	362.89074	1
4	348.35076	1
4	315.16978	1
4	274.15958	1
4	343.87692	1
4	326.35438	1
4	373.3297	1
4	298.7657	1
4	343.13128	1
4	304.73082	1
4	328.5913	1
4	334.92924	1
4	311.44158	1
4	348.72358	1
4	371.09278	1
4	378.17636	1
4	342.01282	1
4	316.66106	1
4	379.66764	1
4	369.97432	1
4	318.52516	1
4	345.3682	1
4	332.69232	1
4	357.29844	1
4	402.03684	1
4	349.84204	1
4	377.0579	1
4	394.58044	1
4	366.24612	1
4	325.23592	1
4	305.47646	1
4	336.42052	1
4	370.71996	1
4	392.34352	1
4	325.23592	1
4	321.88054	1
4	292.42776	1
5	439.69166	1
5	396.81736	1
5	422.91476	1
5	460.19676	1
5	393.08916	1
5	467.65316	1
5	392.71634	1
5	406.51068	1
5	357.29844	1
5	443.79268	1
5	353.94306	1
5	370.34714	1
5	357.745824	1
5	442.3014	1
5	423.6604	1
5	399.79992	1
5	389.73378	1
5	383.39584	1
5	419.18656	1
5	415.08554	1
5	418.44092	1
5	399.4271	1
5	424.77886	1
5	378.54918	1
5	377.43072	1
5	426.64296	1
5	353.57024	1
5	380.41328	1
5	394.58044	1
5	374.07534	1
5	353.57024	1
5	374.82098	1
5	382.6502	1
5	348.72358	1
5	435.96346	1
5	378.922	1
5	358.04408	1
5	360.281	1
5	372.21124	1
5	343.87692	1
5	414.3399	1
5	367.7374	1
5	351.33332	1
5	357.29844	1
5	415.45836	1
5	347.2323	1
5	388.61532	1
5	366.61894	1
5	391.9707	1
5	353.94306	1
5	364.0092	1
5	373.70252	1
5	377.43072	1
5	344.24974	1
5	344.99538	1
5	301.37544	1
5	388.61532	1
5	366.99176	1
5	412.4758	1
5	342.75846	1
5	380.7861	1
5	343.13128	1
5	362.1451	1
5	361.02664	1
5	340.14872	1
5	377.43072	1
5	393.46198	1
5	405.76504	1
5	362.89074	1
5	347.97794	1
5	403.90094	1
5	333.43796	1
5	379.29482	1
5	383.02302	1
5	394.58044	1
5	421.05066	1
5	370.34714	1
5	392.34352	1
5	428.13424	1
5	393.46198	1
5	359.90818	1
5	324.8631	1
5	361.02664	1
5	404.27376	1
5	415.08554	1
5	344.99538	1
5	347.97794	1
5	336.79334	1
6	412.4758	1
6	440.4373	1
6	438.5732	1
6	445.28396	1
6	422.54194	1
6	447.14806	1
6	391.22506	1
6	393.46198	1
6	442.3014	1
6	374.82098	1
6	396.81736	1
6	406.51068	1
6	397.19018	1
6	370.34714	1
6	444.1655	1
6	367.36458	1
6	415.83118	1
6	381.15892	1
6	417.32246	1
6	376.31226	1
6	378.54918	1
6	393.8348	1
6	399.79992	1
6	356.17998	1
6	359.16254	1
6	322.25336	1
6	411.73016	1
6	391.22506	1
6	432.9809	1
6	365.50048	1
6	415.08554	1
6	374.44816	1
6	386.3784	1
6	385.63276	1
6	363.63638	1
6	400.17274	1
6	413.22144	1
6	424.77886	1
6	382.27738	1
6	360.65382	1
6	407.62914	1
6	414.71272	1
6	415.08554	1
6	441.55576	1
6	387.86968	1
6	406.51068	1
6	443.79268	1
6	410.6117	1
6	377.80354	1
6	344.24974	1
6	387.49686	1
6	428.50706	1
6	361.02664	1
6	361.39946	1
6	360.281	1
7	384.88712	1
7	468.3988	1
7	386.3784	1
7	441.55576	1
7	379.29482	1
7	340.52154	1
7	424.03322	1
7	413.96708	1
7	450.50344	1
7	385.63276	1
7	443.79268	1
7	391.59788	1
7	401.2912	1
7	408.00196	1
7	381.53174	1
7	414.71272	1
7	431.86244	1
7	443.79268	1
7	400.91838	1
7	383.76866	1
7	429.99834	1
7	435.21782	1
7	457.58702	1
7	398.30864	1
7	413.59426	1
7	455.72292	1
7	423.28758	1
7	396.07172	1
7	360.65382	1
7	404.64658	1
7	444.1655	1
7	371.09278	1
7	370.71996	1
7	375.1938	1
8	396.81736	1
8	350.9605	1
8	432.23526	1
8	431.1168	1
8	467.28034	1
8	405.0194	1
8	462.06086	1
8	415.83118	1
8	410.6117	1
8	397.19018	1
8	444.91114	1
8	452.36754	1
8	469.51726	1
8	414.3399	1
8	426.64296	1
8	471.38136	1
8	434.47218	1
8	416.94964	1
8	369.22868	1
8	413.96708	1
8	460.19676	1
8	377.0579	1
8	381.15892	1
8	385.63276	1
9	404.64658	1
9	484.43006	1
9	427.3886	1
9	437.82756	1
9	482.19314	1
9	451.6219	1
9	425.89732	1
9	381.15892	1
9	427.3886	1
9	473.24546	1
9	388.98814	1
9	394.58044	1
9	396.81736	1
10	500.0885	1
10	440.4373	1
10	449.38498	1
10	391.22506	1
10	440.06448	1
10	486.29416	1
10	397.19018	1
10	403.52812	1
10	409.12042	1
11	401.2912	1
11	450.87626	1
11	493.37774	1
11	403.52812	1
11	412.84862	1
11	417.69528	1
12	411.73016	1
12	423.28758	1
12	425.15168	1
13	438.20038	1
1	195.49456	2
1	194.00328	2
1	194.3761	2
1	184.68278	2
1	196.98584	2
1	196.98584	2
1	200.71404	2
1	204.06942	2
1	201.45968	2
1	214.50838	2
1	202.95096	2
1	230.16682	2
1	220.4735	2
1	201.45968	2
1	221.96478	2
1	206.30634	2
1	228.30272	2
1	216.7453	2
1	200.71404	2
1	203.6966	2
1	217.11812	2
1	215.62684	2
1	197.73148	2
1	207.79762	2
1	189.90226	2
1	194.74892	2
1	183.56432	2
1	199.9684	2
1	188.7838	2
1	206.30634	2
1	212.27146	2
1	186.9197	2
1	199.59558	2
1	195.12174	2
1	210.78018	2
1	185.0556	2
1	204.06942	2
1	201.45968	2
1	187.66534	2
1	180.58176	2
1	208.54326	2
1	196.61302	2
1	196.98584	2
1	193.25764	2
1	216.37248	2
1	203.6966	2
1	209.66172	2
1	185.0556	2
1	225.69298	2
1	215.62684	2
1	209.2889	2
1	195.49456	2
1	205.5607	2
1	216.37248	2
1	211.89864	2
1	204.44224	2
1	208.91608	2
1	195.86738	2
1	218.23658	2
1	204.44224	2
1	227.18426	2
1	212.27146	2
1	188.41098	2
1	196.98584	2
1	194.3761	2
1	226.0658	2
1	207.4248	2
1	193.63046	2
1	180.58176	2
1	206.67916	2
1	201.08686	2
1	204.06942	2
1	200.34122	2
1	201.45968	2
1	206.30634	2
1	210.40736	2
1	197.35866	2
1	211.153	2
1	219.35504	2
1	186.17406	2
1	203.6966	2
1	200.34122	2
1	205.18788	2
1	200.71404	2
1	198.84994	2
1	185.0556	2
1	182.44586	2
1	214.13556	2
1	184.68278	2
1	197.35866	2
1	206.30634	2
1	201.08686	2
1	202.95096	2
1	204.81506	2
1	197.35866	2
1	214.50838	2
1	204.81506	2
1	200.34122	2
1	206.67916	2
1	215.62684	2
1	223.45606	2
1	207.05198	2
1	210.03454	2
1	201.45968	2
1	208.54326	2
1	198.47712	2
1	215.62684	2
1	189.52944	2
1	215.25402	2
1	213.38992	2
1	204.81506	2
1	198.1043	2
1	186.17406	2
1	205.18788	2
1	206.67916	2
1	191.39354	2
1	207.4248	2
1	197.35866	2
1	184.30996	2
1	192.512	2
1	200.34122	2
1	190.6479	2
1	204.81506	2
1	206.30634	2
1	217.49094	2
1	199.59558	2
1	190.6479	2
1	209.2889	2
1	184.30996	2
1	194.3761	2
1	202.57814	2
1	205.5607	2
1	200.34122	2
1	203.6966	2
1	204.44224	2
1	207.4248	2
1	191.76636	2
1	187.66534	2
1	209.2889	2
1	214.13556	2
1	199.9684	2
1	211.89864	2
1	208.17044	2
1	198.1043	2
1	202.95096	2
1	212.27146	2
1	196.2402	2
1	198.84994	2
1	205.18788	2
1	217.86376	2
1	206.67916	2
1	212.27146	2
1	199.22276	2
1	196.98584	2
1	217.49094	2
1	199.22276	2
1	189.52944	2
1	210.03454	2
1	191.02072	2
1	205.5607	2
1	187.66534	2
1	198.84994	2
1	203.32378	2
1	210.40736	2
1	214.8812	2
1	192.512	2
1	208.54326	2
1	189.90226	2
1	210.40736	2
1	208.54326	2
1	202.95096	2
1	214.8812	2
1	197.73148	2
1	229.794	2
1	207.4248	2
1	213.76274	2
1	215.62684	2
1	215.99966	2
1	184.30996	2
1	206.67916	2
1	184.68278	2
1	198.47712	2
1	208.91608	2
1	213.76274	2
1	203.6966	2
1	196.2402	2
1	193.63046	2
1	206.30634	2
1	192.512	2
1	213.76274	2
1	223.08324	2
1	188.7838	2
1	210.40736	2
1	191.76636	2
1	185.0556	2
1	204.81506	2
1	194.00328	2
1	183.1915	2
1	196.2402	2
1	210.40736	2
1	188.7838	2
1	196.98584	2
1	200.34122	2
1	209.2889	2
1	207.4248	2
1	185.80124	2
1	195.49456	2
1	196.2402	2
1	204.81506	2
1	211.89864	2
1	206.30634	2
1	183.1915	2
1	204.06942	2
1	199.59558	2
1	189.52944	2
1	199.22276	2
1	203.32378	2
1	219.72786	2
1	217.49094	2
1	198.47712	2
1	205.93352	2
1	194.00328	2
1	199.59558	2
1	186.17406	2
1	208.54326	2
1	190.27508	2
1	196.2402	2
1	199.22276	2
1	187.66534	2
1	215.25402	2
1	194.3761	2
1	190.6479	2
1	187.66534	2
1	183.93714	2
1	191.39354	2
1	205.93352	2
1	222.3376	2
1	195.12174	2
1	193.25764	2
1	208.91608	2
1	206.67916	2
1	197.35866	2
1	211.153	2
1	216.37248	2
1	184.68278	2
1	185.42842	2
1	215.25402	2
1	184.30996	2
1	180.95458	2
1	194.3761	2
1	189.52944	2
1	192.88482	2
1	191.02072	2
1	196.2402	2
1	205.18788	2
1	217.49094	2
1	198.47712	2
1	222.3376	2
1	214.8812	2
1	205.5607	2
1	201.45968	2
1	210.40736	2
1	209.66172	2
1	216.37248	2
1	216.7453	2
1	196.98584	2
1	201.45968	2
1	183.1915	2
1	200.34122	2
1	187.29252	2
1	188.41098	2
1	199.22276	2
1	197.73148	2
1	204.81506	2
1	204.81506	2
1	214.13556	2
1	205.18788	2
1	196.61302	2
1	203.6966	2
1	190.6479	2
1	196.61302	2
1	203.6966	2
1	202.20532	2
1	216.7453	2
1	199.22276	2
1	223.45606	2
1	233.89502	2
1	234.64066	2
1	192.512	2
1	235.01348	2
1	214.8812	2
1	222.3376	2
1	199.9684	2
1	229.794	2
1	197.35866	2
1	204.81506	2
1	190.27508	2
1	215.62684	2
1	201.8325	2
1	200.34122	2
1	206.67916	2
1	198.84994	2
1	207.4248	2
1	196.2402	2
1	216.7453	2
1	212.64428	2
1	219.72786	2
1	213.38992	2
1	207.79762	2
1	220.10068	2
1	205.18788	2
1	216.7453	2
1	208.91608	2
1	212.27146	2
2	284.59854	2
2	286.08982	2
2	304.73082	2
2	291.68212	2
2	244.7068	2
2	236.13194	2
2	254.40012	2
2	217.49094	2
2	286.46264	2
2	257.00986	2
2	267.82164	2
2	265.2119	2
2	259.6196	2
2	320.76208	2
2	280.87034	2
2	324.11746	2
2	283.10726	2
2	271.92266	2
2	286.46264	2
2	258.50114	2
2	303.61236	2
2	275.27804	2
2	273.41394	2
2	254.77294	2
2	257.00986	2
2	228.30272	2
2	259.24678	2
2	233.89502	2
2	235.75912	2
2	227.18426	2
2	227.55708	2
2	221.59196	2
2	237.2504	2
2	260.73806	2
2	279.00624	2
2	225.69298	2
2	255.14576	2
2	237.99604	2
2	259.99242	2
2	217.11812	2
2	254.40012	2
2	239.1145	2
2	215.25402	2
2	209.66172	2
2	253.65448	2
2	233.14938	2
2	225.69298	2
2	221.96478	2
2	270.8042	2
2	246.19808	2
2	259.24678	2
2	243.21552	2
2	257.7555	2
2	262.97498	2
2	242.46988	2
2	237.99604	2
2	234.64066	2
2	245.07962	2
2	255.51858	2
2	228.30272	2
2	234.26784	2
2	270.05856	2
2	270.8042	2
2	239.1145	2
2	281.61598	2
2	245.07962	2
2	283.8529	2
2	286.08982	2
2	292.05494	2
2	267.44882	2
2	282.73444	2
2	237.99604	2
2	294.66468	2
2	267.44882	2
2	216.7453	2
2	227.9299	2
2	229.794	2
2	274.5324	2
2	307.71338	2
2	264.83908	2
2	218.23658	2
2	289.07238	2
2	311.8144	2
2	295.41032	2
2	237.99604	2
2	233.14938	2
2	257.00986	2
2	251.79038	2
2	236.87758	2
2	267.076	2
2	262.97498	2
2	221.21914	2
2	233.14938	2
2	289.07238	2
2	227.18426	2
2	230.53964	2
2	226.81144	2
2	227.55708	2
2	212.64428	2
2	251.79038	2
2	229.04836	2
2	221.96478	2
2	232.03092	2
2	231.6581	2
2	246.19808	2
2	246.19808	2
2	225.69298	2
2	249.18064	2
2	249.55346	2
2	241.72424	2
2	242.46988	2
2	249.18064	2
2	282.36162	2
2	246.94372	2
2	245.45244	2
2	236.87758	2
2	237.99604	2
2	223.82888	2
2	254.77294	2
2	214.50838	2
2	242.8427	2
2	246.94372	2
2	237.2504	2
2	224.2017	2
2	220.10068	2
2	230.91246	2
2	239.1145	2
2	218.23658	2
2	245.45244	2
2	227.9299	2
2	210.40736	2
2	225.32016	2
2	236.50476	2
2	227.55708	2
2	242.8427	2
2	247.68936	2
2	244.33398	2
2	237.99604	2
2	223.45606	2
2	259.24678	2
2	232.77656	2
2	226.81144	2
2	237.99604	2
2	237.62322	2
2	239.48732	2
2	236.87758	2
2	238.74168	2
2	262.97498	2
2	228.30272	2
2	220.10068	2
2	247.31654	2
2	245.82526	2
2	245.45244	2
2	242.46988	2
2	247.68936	2
2	234.26784	2
2	244.7068	2
2	243.96116	2
2	239.86014	2
2	227.9299	2
2	246.19808	2
2	249.18064	2
2	245.45244	2
2	249.18064	2
2	232.03092	2
2	270.05856	2
2	268.9401	2
2	277.51496	2
2	262.97498	2
2	300.6298	2
2	297.27442	2
2	232.03092	2
2	279.75188	2
2	223.45606	2
2	245.07962	2
2	269.68574	2
2	251.79038	2
2	237.62322	2
2	234.26784	2
2	236.87758	2
2	252.53602	2
2	218.98222	2
2	237.62322	2
2	248.80782	2
2	218.98222	2
2	255.51858	2
2	227.55708	2
2	213.38992	2
2	234.64066	2
2	220.4735	2
2	213.38992	2
2	235.75912	2
2	237.2504	2
2	233.14938	2
2	225.32016	2
2	218.98222	2
2	240.9786	2
2	239.48732	2
2	213.38992	2
2	269.68574	2
2	236.13194	2
2	249.92628	2
2	302.4939	2
2	238.74168	2
2	210.40736	2
2	239.48732	2
2	242.46988	2
2	230.16682	2
2	239.1145	2
2	245.82526	2
2	260.73806	2
2	265.58472	2
2	227.18426	2
2	257.7555	2
2	229.42118	2
2	236.50476	2
2	231.28528	2
2	279.37906	2
2	222.3376	2
2	219.35504	2
2	249.92628	2
2	227.9299	2
2	250.67192	2
2	231.6581	2
2	219.72786	2
2	238.74168	2
2	205.5607	2
2	226.81144	2
2	235.75912	2
2	249.55346	2
2	220.10068	2
2	228.67554	2
2	249.18064	2
2	238.36886	2
2	232.77656	2
2	246.94372	2
2	265.95754	2
2	219.72786	2
2	210.78018	2
2	248.435	2
2	214.50838	2
2	221.96478	2
2	221.21914	2
2	229.794	2
2	221.21914	2
2	229.794	2
2	233.89502	2
2	240.23296	2
2	254.40012	2
2	230.53964	2
2	251.79038	2
2	291.3093	2
2	267.076	2
2	296.15596	2
2	281.24316	2
2	256.26422	2
2	270.43138	2
2	236.87758	2
2	242.46988	2
2	240.60578	2
2	268.56728	2
2	259.99242	2
2	273.41394	2
2	236.50476	2
2	253.28166	2
2	297.64724	2
2	276.02368	2
2	245.45244	2
2	268.56728	2
2	259.24678	2
2	211.89864	2
2	240.60578	2
2	243.21552	2
2	219.72786	2
2	236.50476	2
2	237.2504	2
2	240.9786	2
2	227.55708	2
2	255.8914	2
2	270.8042	2
2	231.28528	2
2	299.13852	2
2	293.91904	2
2	292.05494	2
2	267.076	2
2	318.52516	2
2	281.24316	2
2	291.68212	2
2	241.72424	2
2	276.3965	2
2	252.90884	2
2	228.30272	2
2	236.50476	2
2	255.8914	2
2	283.10726	2
2	254.0273	2
2	245.07962	2
2	241.72424	2
2	262.97498	2
2	227.55708	2
2	254.0273	2
2	288.32674	2
2	280.49752	2
2	317.4067	2
2	270.8042	2
2	227.9299	2
2	287.95392	2
2	245.45244	2
2	264.09344	2
