D S y SPP
15.5 0.0521484 0 PB
17.0 0.0521484 0 PB
15.0 0.0521484 0 PB
16.0 0.0521484 0 PB
21.0 0.0525153 0 BS
26.0 0.0525153 0 BS
38.0 0.0525153 0 C
31.0 0.0536769 1 RP
17.0 0.0547770 0 A
12.0 0.0547770 0 A
8.0 0.0547770 0 BF
9.0 0.0547770 0 BF
10.0 0.0547770 0 BF
14.0 0.0547770 0 PB
7.0 0.0552361 0 BF
22.0 0.0563668 0 A
45.0 0.0563668 0 RP
14.0 0.0571445 1 JP
30.0 0.0571445 1 JP
30.0 0.0571445 1 JP
16.0 0.0571445 1 JP
13.0 0.0571445 1 PB
14.0 0.0571646 1 JP
18.0 0.0571646 1 JP
17.0 0.0571646 1 JP
14.0 0.0571646 1 JP
14.0 0.0571646 1 JP
13.0 0.0571646 1 JP
18.0 0.0571646 1 JP
14.0 0.0575282 0 BF
15.0 0.0575282 0 BF
17.0 0.0575282 0 BF
12.0 0.0575282 0 BF
14.0 0.0575282 0 PB
10.5 0.0575282 0 PB
11.5 0.0575282 0 PB
21.0 0.0575282 0 PB
19.0 0.0575282 0 PB
19.0 0.0597874 0 BS
6.0 0.0649814 0 BS
8.0 0.0649814 0 BS
9.0 0.0649814 0 BS
18.0 0.0649814 0 BS
10.0 0.0649814 0 BS
13.0 0.0649814 0 BS
11.0 0.0649814 0 BS
10.0 0.0649814 0 BS
34.0 0.0649814 0 RP
15.0 0.0662406 1 BS
22.0 0.0662406 1 JP
20.0 0.0662406 1 JP
23.0 0.0662406 0 JP
24.5 0.0662406 0 JP
20.0 0.0678602 0 BS
34.0 0.0678602 0 BS
12.0 0.0678602 0 RM
17.0 0.0678602 0 RM
8.0 0.0687957 0 BF
37.0 0.0687957 0 JP
21.0 0.0687957 0 JP
5.0 0.0687957 0 RM
6.0 0.0687957 0 RM
12.0 0.0688740 1 A
25.0 0.0688740 1 A
25.0 0.0688740 1 A
25.0 0.0688740 1 A
14.0 0.0693424 0 BF
12.0 0.0693424 0 BF
16.0 0.0693424 0 BS
15.0 0.0693424 0 BS
17.0 0.0693424 0 RM
16.0 0.0693424 0 RM
16.0 0.0693424 0 RM
11.0 0.0693424 0 RM
22.0 0.0697707 0 A
24.0 0.0697707 0 JP
10.0 0.0710720 0 A
18.0 0.0710720 0 BF
13.0 0.0710720 0 BF
8.0 0.0710720 0 PB
8.5 0.0710720 0 PB
37.5 0.0712564 0 A
23.0 0.0723925 0 JP
5.0 0.0723925 0 PB
8.0 0.0726807 0 BF
7.0 0.0726807 0 BF
11.0 0.0726807 0 BS
14.0 0.0726807 1 BS
21.0 0.0726807 0 BS
11.0 0.0726807 1 PB
6.0 0.0730598 0 BF
5.0 0.0730598 0 BF
9.0 0.0730598 0 BF
11.0 0.0730598 0 BS
6.0 0.0748013 0 BA
6.0 0.0748013 0 BA
6.0 0.0748013 0 BA
34.0 0.0760489 0 A
14.0 0.0773118 0 BF
13.0 0.0777039 1 JP
11.0 0.0777039 1 JP
9.0 0.0777039 1 JP
13.0 0.0777039 1 JP
13.0 0.0777039 1 JP
12.0 0.0777039 1 JP
15.0 0.0777039 1 JP
12.0 0.0777039 0 JP
11.0 0.0777039 1 JP
17.0 0.0777039 1 JP
12.0 0.0777039 1 JP
11.0 0.0777039 1 JP
34.0 0.0780471 0 A
51.0 0.0780471 0 A
28.0 0.0780471 0 PB
38.0 0.0792837 0 A
13.0 0.0792837 0 RM
10.0 0.0792837 0 RM
12.0 0.0792837 0 RM
10.0 0.0792837 0 RM
11.0 0.0805133 0 BF
25.0 0.0805133 0 PB
6.0 0.0805133 0 RM
9.0 0.0813203 0 A
39.0 0.0813203 0 A
40.0 0.0813203 0 A
36.0 0.0813203 0 A
7.0 0.0818451 0 BF
6.0 0.0818451 0 BF
20.0 0.0818451 0 BS
13.0 0.0818451 0 C
7.0 0.0818451 0 C
6.0 0.0818451 0 C
8.0 0.0818451 0 C
5.0 0.0846147 0 BF
6.0 0.0846147 0 BF
5.0 0.0846147 0 BF
5.0 0.0846147 0 BF
6.0 0.0846147 0 BS
12.0 0.0846147 0 BS
6.0 0.0846147 0 PB
8.0 0.0849970 0 BA
6.0 0.0849970 0 BA
7.0 0.0849970 0 BA
6.0 0.0849970 0 BA
7.0 0.0849970 0 BA
9.0 0.0849970 0 BA
10.0 0.0849970 0 BF
12.0 0.0849970 0 BS
5.0 0.0849970 0 PB
42.0 0.0868586 1 A
9.0 0.0868586 0 RM
6.0 0.0868586 1 RM
9.0 0.0868586 1 RM
7.0 0.0868586 0 RM
25.0 0.0868586 1 RM
5.0 0.0879988 0 BF
6.0 0.0879988 0 BF
6.0 0.0879988 0 BF
5.0 0.0879988 0 BF
5.0 0.0879988 0 BF
8.0 0.0879988 0 BF
5.0 0.0879988 0 PB
7.0 0.0879988 0 PB
5.0 0.0879988 0 PB
21.0 0.0886621 0 A
22.0 0.0886621 0 A
31.0 0.0886621 0 A
28.0 0.0886621 0 A
28.0 0.0886621 0 A
28.0 0.0886621 0 A
13.0 0.0886621 0 BS
16.0 0.0886621 0 BS
16.0 0.0894350 0 BF
10.0 0.0894350 0 BF
12.0 0.0894350 1 BF
14.0 0.0894350 0 PB
5.0 0.0894688 0 BF
7.0 0.0894688 0 BS
6.0 0.0894688 0 BS
9.0 0.0894688 0 BS
8.0 0.0894688 0 BS
12.0 0.0894688 0 BS
13.0 0.0894688 0 BS
7.0 0.0894688 0 PB
7.0 0.0899905 0 BS
8.0 0.0899905 0 BS
6.0 0.0899905 0 BS
6.0 0.0899905 0 BS
10.0 0.0899905 0 BS
10.0 0.0899905 0 BS
11.0 0.0899905 0 BS
11.0 0.0904253 0 BS
9.0 0.0914889 0 BF
12.0 0.0914889 0 BF
5.0 0.0914889 0 BF
10.0 0.0914889 0 BF
7.0 0.0914889 0 BF
17.0 0.0914889 0 BS
5.0 0.0943459 0 BF
7.0 0.0943459 0 BF
5.0 0.0943459 0 BF
33.0 0.0943459 0 PB
10.0 0.0951730 0 BA
12.0 0.0951730 1 BA
14.0 0.0958845 0 BF
15.0 0.0958845 0 BS
15.0 0.0958845 0 BS
21.0 0.0958845 0 BS
13.0 0.0958845 0 BS
10.0 0.0958845 0 BS
12.0 0.0958845 0 BS
25.0 0.0958845 1 JP
23.0 0.0958845 0 JP
17.0 0.0965822 0 A
8.0 0.0965822 0 A
5.0 0.0965822 0 BF
16.0 0.0965822 0 BS
7.0 0.0965822 0 BS
8.0 0.0974461 0 BS
15.0 0.0974461 0 PB
11.0 0.0974461 0 PB
14.0 0.0974461 0 PB
9.0 0.0974461 0 PB
13.0 0.0990518 0 PB
15.0 0.0990518 0 PB
14.0 0.0990518 0 PB
16.0 0.0990518 0 PB
10.0 0.0990518 0 PB
11.0 0.0990518 0 PB
12.0 0.0990518 0 PB
10.0 0.0990518 0 PB
17.0 0.0990518 0 PB
18.0 0.0992233 0 BS
16.0 0.0992233 0 BS
15.0 0.0992233 0 BS
15.0 0.0992233 0 BS
17.0 0.0992233 0 BS
15.0 0.0992233 0 BS
16.0 0.0992233 0 BS
17.0 0.0992233 0 BS
8.0 0.0992233 0 BS
13.0 0.0992233 0 BS
12.0 0.0994145 0 A
12.0 0.0994145 0 A
12.0 0.0994145 1 A
17.0 0.0994145 0 BF
5.0 0.0994145 0 PB
7.0 0.0994145 0 PB
9.0 0.0994145 0 PB
7.0 0.0994145 0 PB
8.0 0.0994145 0 PB
5.0 0.0994145 0 PB
5.0 0.0994145 0 PB
6.0 0.0994145 0 PB
11.0 0.0994145 0 PB
11.0 0.0994145 0 PB
5.0 0.0995897 0 BF
11.0 0.0995897 0 BF
7.0 0.0995897 0 BS
5.0 0.0995897 0 BS
5.0 0.0995897 0 BS
9.0 0.0995897 0 BS
19.0 0.0995897 0 BS
18.0 0.0995897 0 PB
11.0 0.0998312 0 BA
14.0 0.0998312 0 BA
6.0 0.0998312 0 BF
7.0 0.0998312 0 BF
7.0 0.0998312 0 BF
7.0 0.0998312 0 BS
16.0 0.0998312 0 BS
7.0 0.0998312 0 BS
9.0 0.0998312 0 BS
9.0 0.0998312 0 BS
14.0 0.0998312 0 BS
11.0 0.0998312 0 BS
7.0 0.0998312 0 PB
17.0 0.1004520 0 C
46.0 0.1004520 0 C
10.0 0.1016790 0 BS
14.0 0.1016790 0 BS
17.0 0.1016790 0 BS
16.0 0.1016790 0 BS
18.0 0.1016790 0 BS
15.0 0.1016790 0 BS
8.0 0.1016790 0 BS
7.0 0.1016790 1 BS
7.0 0.1016790 0 BS
13.0 0.1016790 0 C
9.0 0.1016790 0 C
10.0 0.1016790 0 C
22.0 0.1025400 0 A
21.0 0.1025400 1 A
23.0 0.1025400 0 A
26.0 0.1025400 0 A
25.0 0.1025400 0 A
17.0 0.1025400 0 A
21.0 0.1025400 0 A
13.0 0.1025400 1 BF
15.0 0.1036890 1 A
25.0 0.1036890 0 BF
7.0 0.1059930 0 BF
8.0 0.1059930 0 BF
9.0 0.1059930 0 RP
14.0 0.1076440 0 BF
20.0 0.1076440 0 BS
51.0 0.1076440 0 BS
19.0 0.1077690 0 BF
17.0 0.1077690 0 BF
5.5 0.1077690 0 BS
29.0 0.1077690 0 PB
46.0 0.1096360 0 C
14.0 0.1148780 0 BF
13.0 0.1148780 1 BF
6.0 0.1148780 0 BF
16.0 0.1148780 0 BS
14.0 0.1148780 0 BS
6.0 0.1148780 0 PB
6.0 0.1156340 0 BF
6.0 0.1156340 0 BF
23.0 0.1156340 0 BS
8.0 0.1156340 0 PB
17.0 0.1157760 0 BS
8.0 0.1183610 0 BF
6.0 0.1183610 0 RM
8.0 0.1188870 0 BS
15.0 0.1188870 1 BS
13.0 0.1188870 0 PB
7.0 0.1188870 0 PB
14.0 0.1188870 0 PB
13.0 0.1188870 0 PB
15.0 0.1188870 0 PB
12.0 0.1188870 0 PB
8.0 0.1188870 0 PB
12.0 0.1192630 0 BS
10.0 0.1192630 0 PB
13.0 0.1192630 0 PB
12.0 0.1192630 0 PB
13.0 0.1192630 0 PB
22.0 0.1200540 1 BF
15.0 0.1200540 1 BS
11.5 0.1200540 1 BS
14.0 0.1200540 1 BS
24.0 0.1200540 1 JP
22.0 0.1200540 1 JP
28.0 0.1200540 1 JP
11.0 0.1200540 1 PB
15.0 0.1200540 1 RM
15.0 0.1201490 0 BS
7.0 0.1201490 0 BS
14.0 0.1201490 0 BS
16.0 0.1201490 0 BS
14.0 0.1201490 0 BS
13.0 0.1201490 0 BS
13.0 0.1201490 0 BS
10.0 0.1201490 0 PB
10.0 0.1201490 0 PB
6.0 0.1205340 0 BF
9.0 0.1205340 0 BF
12.0 0.1205340 0 BS
5.0 0.1205340 0 PB
10.0 0.1205340 0 PB
12.0 0.1205340 0 PB
11.0 0.1205340 0 PB
10.0 0.1205340 0 PB
11.0 0.1206290 0 BF
14.0 0.1206290 0 BS
14.0 0.1206290 0 BS
15.0 0.1206290 0 BS
15.0 0.1206290 0 BS
7.0 0.1206290 0 BS
12.0 0.1206290 0 BS
20.0 0.1206290 0 JP
15.0 0.1206290 0 JP
16.0 0.1206290 0 JP
30.0 0.1206290 0 JP
18.0 0.1206290 0 JP
25.0 0.1206290 0 JP
13.0 0.1206290 0 JP
20.0 0.1206290 0 JP
20.0 0.1206290 0 JP
38.0 0.1282540 0 C
23.0 0.1282540 0 C
28.0 0.1282540 0 C
23.0 0.1282540 0 C
24.0 0.1282540 0 C
23.0 0.1282540 0 C
42.5 0.1282540 0 C
30.0 0.1282540 0 PB
11.0 0.1283530 0 BS
10.0 0.1283530 0 BS
13.0 0.1283530 0 BS
13.0 0.1283530 0 BS
25.0 0.1283530 0 JP
21.0 0.1283530 0 JP
34.0 0.1283530 0 JP
6.0 0.1284770 0 BF
15.0 0.1284770 0 BS
13.0 0.1284770 0 BS
17.0 0.1284770 0 BS
12.0 0.1284770 0 BS
7.0 0.1284770 0 RM
7.0 0.1293800 0 BF
5.0 0.1293800 0 BF
7.0 0.1293800 0 BF
21.0 0.1301990 1 JP
28.0 0.1301990 1 JP
27.0 0.1301990 0 JP
36.0 0.1301990 1 JP
14.0 0.1305650 0 BS
6.0 0.1305650 0 PB
13.0 0.1311080 0 A
17.0 0.1311080 0 A
27.0 0.1311080 0 JP
7.0 0.1316300 0 BF
15.0 0.1316300 0 BS
14.0 0.1316300 1 BS
21.0 0.1316300 0 BS
32.0 0.1316300 0 JP
11.0 0.1317180 0 BF
11.0 0.1320510 0 BF
21.0 0.1320510 0 BS
21.0 0.1320510 0 BS
9.0 0.1320510 0 BS
7.0 0.1320510 0 BS
13.0 0.1320930 0 BF
17.0 0.1320930 0 BS
28.0 0.1320930 0 BS
14.0 0.1320930 0 PB
14.0 0.1320930 0 PB
15.0 0.1320930 0 PB
12.0 0.1320930 0 PB
10.0 0.1325850 0 BF
10.0 0.1325850 0 BF
25.0 0.1325850 1 BS
19.0 0.1325850 0 BS
26.0 0.1325850 1 JP
7.0 0.1357510 1 BF
9.0 0.1357510 1 BF
14.0 0.1357510 0 BS
14.0 0.1357510 1 JP
22.0 0.1357510 1 JP
19.0 0.1357510 1 JP
15.0 0.1357510 1 JP
21.0 0.1372060 0 PB
33.0 0.1372420 0 RP
5.0 0.1380330 0 BF
5.0 0.1380330 0 BF
5.0 0.1380330 0 BF
5.0 0.1380330 0 BS
5.0 0.1380330 0 BS
6.0 0.1380330 0 BS
56.0 0.1423500 0 A
30.0 0.1423500 0 JP
18.0 0.1423500 0 PB
11.0 0.1423500 0 PB
6.0 0.1442170 0 BF
20.0 0.1442170 0 BS
17.0 0.1442170 0 BS
9.0 0.1442170 0 BS
34.0 0.1442170 0 JP
6.0 0.1442170 0 PB
17.0 0.1444850 0 A
9.0 0.1444850 1 BS
23.0 0.1444850 1 JP
14.0 0.1444850 1 JP
36.0 0.1450720 1 RP
32.0 0.1450720 1 RP
30.5 0.1450720 1 RP
34.5 0.1450720 0 RP
37.0 0.1450720 1 RP
6.0 0.1454460 0 BF
9.0 0.1454460 0 BF
14.0 0.1454460 0 BS
6.0 0.1454460 0 BS
7.0 0.1454460 0 BS
6.0 0.1454460 0 BS
12.0 0.1466150 1 BF
8.0 0.1466150 1 BF
9.0 0.1466150 0 BS
16.0 0.1466150 0 BS
13.0 0.1466150 0 BS
12.0 0.1466150 1 BS
14.0 0.1466150 0 C
9.0 0.1466150 0 C
20.0 0.1478940 0 BS
14.0 0.1478940 0 BS
18.0 0.1478940 0 JP
14.0 0.1478940 0 PB
14.0 0.1480250 0 BF
11.0 0.1480250 0 BF
13.0 0.1480250 0 BF
9.0 0.1480250 0 BF
26.0 0.1480250 0 BS
17.0 0.1480250 0 C
10.0 0.1480250 0 RM
6.0 0.1499730 0 BF
5.0 0.1499730 0 BF
27.0 0.1499730 1 BS
22.0 0.1504510 0 C
25.0 0.1504510 0 RP
35.0 0.1504510 0 RP
40.0 0.1504510 0 RP
9.0 0.1527140 0 BF
6.0 0.1527140 0 BF
22.0 0.1527140 0 C
19.0 0.1527140 0 C
26.0 0.1527140 0 C
21.0 0.1527140 0 C
17.0 0.1527140 0 C
5.0 0.1527140 0 PB
5.0 0.1527140 0 PB
24.0 0.1530930 1 A
25.0 0.1530930 0 A
29.0 0.1530930 1 A
22.0 0.1530930 1 A
27.0 0.1530930 0 A
22.0 0.1530930 1 A
19.0 0.1530930 1 A
13.0 0.1530930 1 JP
13.0 0.1577740 1 BS
12.0 0.1577740 1 JP
18.0 0.1577740 1 JP
14.0 0.1577740 1 JP
14.0 0.1577740 1 JP
23.0 0.1577740 1 JP
14.0 0.1577740 1 JP
16.0 0.1577740 1 JP
11.0 0.1577740 1 JP
9.0 0.1577740 1 JP
14.0 0.1577740 1 JP
10.0 0.1577740 0 PB
9.0 0.1577740 0 PB
5.0 0.1637960 0 BF
14.0 0.1637960 0 BF
5.0 0.1637960 0 BF
10.0 0.1645130 0 BF
10.0 0.1645130 0 BF
11.0 0.1645130 0 PB
18.0 0.1645500 0 C
17.0 0.1645500 0 C
17.0 0.1645500 0 C
12.0 0.1645500 0 C
14.0 0.1645500 0 C
25.0 0.1645500 0 C
12.0 0.1645500 0 C
10.0 0.1645500 0 C
19.0 0.1645500 0 C
14.0 0.1645500 0 C
16.0 0.1664520 0 BS
8.0 0.1664520 0 BS
11.0 0.1664520 0 BS
19.0 0.1664520 0 BS
13.0 0.1664520 0 BS
11.0 0.1664520 0 PB
16.0 0.1669360 0 BS
18.0 0.1669360 1 BS
13.0 0.1669360 0 BS
13.0 0.1669360 0 BS
23.0 0.1669360 0 JP
18.0 0.1669360 0 JP
23.0 0.1669360 0 JP
21.0 0.1701980 0 PB
13.0 0.1701980 0 PB
18.0 0.1701980 0 PB
14.0 0.1701980 0 RM
12.0 0.1701980 0 RM
15.0 0.1701980 0 RM
8.0 0.1701980 0 RM
12.0 0.1701980 0 RM
9.0 0.1701980 0 RM
28.0 0.1705450 0 A
14.0 0.1705450 0 BS
9.0 0.1732360 0 A
11.5 0.1732360 0 BS
14.5 0.1732360 0 BS
11.0 0.1732360 0 PB
12.0 0.1732360 0 PB
14.0 0.1732360 0 PB
16.0 0.1733830 0 BF
7.0 0.1733830 0 BF
10.0 0.1733830 0 BF
30.0 0.1733830 0 RM
22.0 0.1737820 0 A
31.0 0.1737820 1 BS
10.0 0.1737820 0 PB
8.0 0.1741110 1 BF
8.0 0.1741110 1 BF
7.0 0.1741110 1 BF
10.0 0.1741110 1 BF
6.0 0.1741110 0 BF
6.0 0.1748690 0 BA
9.0 0.1748690 0 BA
5.0 0.1748690 0 BA
7.0 0.1748690 0 BA
8.0 0.1748690 0 BA
9.0 0.1748690 0 BF
8.0 0.1748690 0 BS
6.0 0.1748690 0 BS
5.0 0.1748690 0 C
24.0 0.1748690 0 C
27.0 0.1748690 0 C
12.0 0.1756090 0 BS
10.0 0.1756090 0 C
14.0 0.1756090 0 C
6.0 0.1756090 0 C
13.0 0.1756090 0 C
16.0 0.1756090 0 C
6.0 0.1756090 0 C
7.0 0.1756090 0 C
20.0 0.1765090 0 A
21.0 0.1765090 0 A
20.0 0.1765090 0 A
23.0 0.1765090 0 A
22.0 0.1765090 0 A
23.0 0.1765090 0 A
21.0 0.1765090 0 A
12.0 0.1765090 1 BS
21.0 0.1765090 0 BS
14.0 0.1765090 0 BS
11.0 0.1765090 0 PB
10.0 0.1765090 0 PB
12.0 0.1765090 0 PB
7.0 0.1769540 0 BF
14.0 0.1769540 1 BS
13.0 0.1769540 0 BS
12.0 0.1769540 0 BS
6.0 0.1769540 0 BS
9.0 0.1769540 0 BS
12.0 0.1769540 0 BS
8.0 0.1769540 1 BS
23.0 0.1772200 0 A
37.0 0.1772200 0 A
33.0 0.1772200 0 BS
24.0 0.1772200 0 BS
19.0 0.1772200 0 PB
11.0 0.1772200 0 RM
8.0 0.1772200 0 RM
5.0 0.1810500 1 BF
5.0 0.1810500 0 BF
7.0 0.1810500 1 BF
5.0 0.1810500 0 BF
13.0 0.1810500 1 BS
13.0 0.1810500 1 BS
6.0 0.1824650 0 BF
5.0 0.1824650 0 BF
5.0 0.1824650 0 BF
5.0 0.1824650 0 BF
7.0 0.1824650 0 BF
5.0 0.1827020 0 C
12.0 0.1827020 0 C
11.0 0.1827020 0 C
10.0 0.1827020 0 C
15.0 0.1827020 0 C
5.0 0.1827020 0 C
10.0 0.1827020 0 C
6.0 0.1836320 0 BF
6.0 0.1836320 0 BF
6.0 0.1836320 0 BF
6.0 0.1836320 0 BS
23.0 0.1836320 0 BS
13.0 0.1836320 0 PB
17.0 0.1836320 0 PB
7.0 0.1845420 0 BF
6.0 0.1845420 0 BF
6.0 0.1845420 0 PB
9.0 0.1845420 0 PB
13.0 0.1845420 0 PB
27.0 0.1845420 0 PB
18.0 0.1885260 1 BS
24.0 0.1885260 1 BS
14.0 0.1885260 0 C
8.0 0.1885260 0 C
8.0 0.1885260 0 C
10.0 0.1885260 0 C
6.0 0.1885260 0 C
5.0 0.1915210 0 BF
15.0 0.1915210 0 BS
13.0 0.1915210 0 BS
18.0 0.1915210 0 BS
21.0 0.1915210 0 JP
27.0 0.1915210 1 JP
6.0 0.1915210 0 PB
8.0 0.1915210 1 PB
12.0 0.1922930 0 BF
25.0 0.1922930 0 PB
39.0 0.1922930 0 PB
7.0 0.1925090 0 BF
10.0 0.1925090 0 BS
15.0 0.1925090 0 BS
19.0 0.1925090 0 BS
18.0 0.1925090 1 BS
10.0 0.1925090 0 BS
44.0 0.1925090 1 JP
14.0 0.1950460 0 C
25.0 0.1950460 0 C
22.0 0.1950460 0 C
17.0 0.1950460 0 C
7.0 0.1956460 0 BS
12.0 0.1956460 1 BS
27.0 0.1956460 0 JP
25.0 0.1956460 1 JP
14.0 0.1956460 0 JP
25.0 0.1956460 0 JP
14.0 0.1956460 1 JP
10.0 0.1956460 0 PB
7.0 0.1956460 0 PB
12.0 0.1956460 0 PB
14.0 0.1976180 0 BF
8.0 0.1976180 0 BF
10.0 0.1976180 0 BF
16.0 0.1976180 0 BF
11.0 0.1976180 0 BF
15.0 0.1976180 0 BS
15.0 0.1976180 0 PB
14.0 0.1982930 1 BF
14.0 0.1982930 0 BF
10.0 0.1982930 1 BF
40.0 0.1982930 0 BS
10.0 0.1991720 0 BF
14.0 0.1991720 0 BS
21.0 0.1991720 0 RM
8.0 0.1991720 0 RM
21.0 0.1991720 0 RM
25.0 0.1991720 0 RM
18.0 0.1993400 1 C
38.0 0.1993400 1 JP
36.0 0.1993400 1 JP
28.0 0.1993400 1 JP
36.0 0.1993400 1 JP
9.0 0.2018380 0 BS
8.0 0.2018380 0 BS
22.0 0.2018380 0 BS
6.0 0.2018380 0 BS
7.0 0.2018380 0 PB
15.0 0.2018380 0 PB
21.0 0.2033200 1 BF
15.0 0.2033200 0 PB
17.0 0.2033200 0 PB
23.0 0.2033200 0 RM
14.0 0.2033200 0 RM
8.0 0.2041320 0 BF
10.0 0.2062430 0 BF
30.0 0.2062430 0 C
13.0 0.2062430 1 C
9.0 0.2062430 0 C
10.0 0.2062430 0 PB
6.0 0.2077690 0 BF
6.0 0.2077690 0 BF
9.0 0.2081160 0 BF
9.0 0.2081160 0 BF
26.0 0.2081160 0 C
21.0 0.2081160 0 C
30.0 0.2081160 0 C
19.0 0.2081160 0 C
13.0 0.2081160 0 C
28.0 0.2081160 0 C
22.0 0.2081160 0 C
17.0 0.2081160 0 C
6.0 0.2100340 1 BA
7.0 0.2100340 1 BF
7.0 0.2100340 1 BF
5.0 0.2100340 0 PB
31.0 0.2104670 1 C
15.0 0.2104670 0 C
23.0 0.2104670 0 C
15.0 0.2104670 0 C
9.0 0.2104670 0 PB
8.0 0.2114290 0 BS
13.0 0.2114290 0 BS
9.0 0.2114290 0 BS
8.0 0.2114290 0 BS
12.0 0.2114290 0 BS
16.0 0.2114290 1 BS
15.0 0.2114290 0 BS
15.0 0.2114290 1 BS
11.0 0.2114290 0 BS
19.0 0.2114290 0 BS
10.0 0.2114290 0 BS
17.0 0.2114290 1 JP
31.0 0.2124180 1 JP
27.0 0.2124180 1 JP
25.0 0.2128010 0 BS
12.0 0.2128010 0 BS
8.0 0.2128010 0 PB
11.0 0.2128010 0 PB
13.0 0.2138540 1 BS
8.0 0.2138540 0 BS
30.0 0.2139550 1 JP
26.0 0.2139550 1 JP
17.0 0.2139550 0 PB
9.0 0.2140470 0 BF
8.0 0.2140470 0 BF
7.0 0.2140470 0 BF
16.0 0.2140470 0 JP
10.0 0.2144460 0 BS
11.0 0.2144460 0 BS
9.0 0.2144460 1 BS
17.0 0.2144460 1 BS
9.0 0.2144460 1 BS
10.0 0.2144460 1 JP
12.0 0.2144460 0 JP
20.0 0.2144460 0 JP
7.0 0.2149310 0 BF
7.0 0.2149310 0 BF
5.0 0.2149310 0 C
8.0 0.2149310 0 C
9.0 0.2149310 0 C
6.0 0.2149310 0 C
5.0 0.2155210 0 BF
7.0 0.2155210 0 BF
5.0 0.2155210 1 BF
5.0 0.2155210 0 BF
6.0 0.2155210 0 BF
5.0 0.2155210 0 BF
11.0 0.2155210 0 BF
5.0 0.2155210 0 BF
5.0 0.2155210 0 BS
6.0 0.2155210 0 BS
7.0 0.2159750 0 BF
8.0 0.2159750 0 BF
10.0 0.2159750 0 BF
19.0 0.2159750 1 BS
17.0 0.2159750 0 C
18.0 0.2159750 0 C
7.0 0.2159750 0 C
5.0 0.2159750 0 C
5.0 0.2160230 0 BF
11.0 0.2160230 0 BS
18.0 0.2160230 0 BS
15.0 0.2160230 0 C
27.0 0.2185600 1 A
32.0 0.2185600 1 A
16.0 0.2185600 0 BS
17.0 0.2185600 1 BS
15.0 0.2185600 0 JP
20.0 0.2185600 1 JP
15.0 0.2189360 0 BS
18.0 0.2189360 1 BS
14.0 0.2189360 0 BS
9.0 0.2189360 0 BS
21.0 0.2189360 0 PB
7.0 0.2195770 1 BF
5.0 0.2195770 1 BF
6.0 0.2195770 1 BF
8.0 0.2195770 0 BF
5.0 0.2195770 0 BF
7.0 0.2195770 0 BF
11.0 0.2195770 1 BF
11.0 0.2195770 1 BF
10.0 0.2195770 1 BF
11.0 0.2195770 1 BF
8.0 0.2195770 0 BF
7.0 0.2195770 0 PB
6.0 0.2195770 0 PB
32.0 0.2198230 1 A
12.0 0.2198230 1 BS
17.0 0.2198230 0 C
20.0 0.2198230 1 JP
